"customerid","recency","frequency","monetory","r_score","f_score","m_score","customer_segment"
17646,220.0,3,1008.39,1,4,4,At Risk
14631,51.0,3,1006.98,3,4,4,Loyal Customers
13429,11.0,4,1006.8,5,4,4,Champions
17126,153.0,5,1004.75,2,4,4,At Risk
14214,31.0,5,1004.38,4,4,4,Champions
13410,25.0,5,1003.06,4,4,4,Champions
12446,58.0,1,1002.31,3,2,4,Other
12545,76.0,2,1000.39,2,3,4,At Risk
15508,190.0,6,1000.27,1,5,4,At Risk
18143,117.0,2,1000.16,2,3,4,At Risk
12722,86.0,4,997.63,2,4,4,At Risk
14540,10.0,3,996.26,5,4,4,Champions
15110,24.0,4,996.1,4,4,4,Champions
17594,86.0,2,993.18,2,3,4,At Risk
16009,23.0,4,992.71,4,4,4,Champions
13363,18.0,2,992.5,4,3,4,Potential Loyalists
14223,93.0,3,991.13,2,4,4,At Risk
16232,44.0,4,990.88,3,4,4,Loyal Customers
17324,18.0,4,990.23,4,4,4,Champions
15062,72.0,4,987.86,2,4,4,At Risk
18237,3.0,5,987.1,5,4,4,Champions
16376,9.0,2,987.01,5,3,4,Potential Loyalists
13117,22.0,8,984.91,4,5,4,Champions
17144,2.0,2,984.57,5,3,4,Potential Loyalists
12510,143.0,2,982.57,2,3,4,At Risk
15133,128.0,3,982.42,2,4,4,At Risk
14138,2.0,2,982.38,5,3,4,Potential Loyalists
15071,94.0,2,982.07,2,3,4,At Risk
16188,45.0,4,981.86,3,4,4,Loyal Customers
16907,30.0,5,981.65,4,4,4,Champions
16085,24.0,5,981.51,4,4,4,Champions
12541,30.0,3,981.18,4,4,4,Champions
18170,34.0,3,980.31,3,4,4,Loyal Customers
13509,9.0,7,979.72,5,5,4,Champions
15506,23.0,3,979.26,4,4,4,Champions
13350,17.0,2,979.12,4,3,4,Potential Loyalists
15132,19.0,5,977.93,4,4,4,Champions
14920,213.0,2,977.77,1,3,4,At Risk
15860,41.0,8,977.21,3,5,4,Loyal Customers
13026,2.0,5,975.36,5,4,4,Champions
14522,25.0,4,974.54,4,4,4,Champions
15449,27.0,3,974.52,4,4,4,Champions
12994,5.0,3,974.42,5,4,4,Champions
15747,13.0,3,974.04,5,4,4,Champions
18194,83.0,1,973.84,2,2,4,Lost Customers
16419,113.0,6,972.23,2,5,4,At Risk
13155,34.0,4,971.76,3,4,4,Loyal Customers
17100,19.0,2,971.74,4,3,4,Potential Loyalists
17618,6.0,3,971.58,5,4,4,Champions
14256,261.0,2,969.06,1,3,4,At Risk
15907,4.0,3,967.45,5,4,4,Champions
15793,15.0,3,965.61,4,4,4,Champions
12550,80.0,1,964.83,2,2,4,Lost Customers
13138,23.0,6,962.39,4,5,4,Champions
14006,116.0,3,962.1899999999999,2,4,4,At Risk
15156,2.0,3,961.49,5,4,4,Champions
14629,5.0,2,959.01,5,3,4,Potential Loyalists
18192,72.0,1,957.97,3,2,4,Other
13823,19.0,2,957.66,4,3,4,Potential Loyalists
12697,29.0,3,957.59,4,4,4,Champions
15948,9.0,2,955.24,5,3,4,Potential Loyalists
17244,54.0,1,954.9,3,2,4,Other
17097,3.0,8,954.42,5,5,4,Champions
15835,45.0,4,954.09,3,4,4,Loyal Customers
16934,55.0,2,950.93,3,3,4,Other
15421,59.0,4,950.36,3,4,4,Loyal Customers
16511,22.0,3,950.26,4,4,4,Champions
13636,37.0,5,949.12,3,4,4,Loyal Customers
12822,71.0,2,948.88,3,3,4,Other
17044,26.0,1,948.48,4,2,4,Potential Loyalists
13748,96.0,5,948.25,2,4,4,At Risk
15787,27.0,3,948.05,4,4,4,Champions
12458,72.0,2,947.4,3,3,4,Other
15707,36.0,4,945.58,3,4,4,Loyal Customers
17289,32.0,3,944.41,4,4,4,Champions
13261,269.0,2,944.1,1,3,4,At Risk
12820,4.0,4,942.34,5,4,3,Loyal Customers
14075,5.0,3,942.26,5,4,3,Loyal Customers
15576,38.0,1,940.67,3,2,3,Other
15289,30.0,3,939.78,4,4,3,Loyal Customers
17527,54.0,4,939.37,3,4,3,Loyal Customers
17227,19.0,6,939.32,4,5,3,Loyal Customers
16584,81.0,2,936.08,2,3,3,At Risk
14140,4.0,2,935.05,5,3,3,Potential Loyalists
16027,92.0,6,934.62,2,5,3,At Risk
14081,303.0,2,934.52,1,3,3,At Risk
12924,89.0,4,933.7,2,4,3,At Risk
16657,10.0,4,933.62,5,4,3,Loyal Customers
13655,115.0,2,932.97,2,3,3,At Risk
14532,237.0,4,932.85,1,4,3,At Risk
18133,213.0,1,931.5,1,2,3,Lost Customers
17552,61.0,4,930.41,3,4,3,Loyal Customers
14475,72.0,3,925.85,3,4,3,Loyal Customers
14231,184.0,3,925.71,1,4,3,At Risk
17048,118.0,3,925.35,2,4,3,At Risk
15312,76.0,4,924.85,2,4,3,At Risk
13805,53.0,2,924.6,3,3,3,Other
15654,10.0,2,922.53,5,3,3,Potential Loyalists
13122,95.0,2,922.39,2,3,3,At Risk
16551,96.0,3,922.12,2,4,3,At Risk
13934,264.0,1,922.1,1,2,3,Lost Customers
13035,74.0,2,921.88,2,3,3,At Risk
17323,16.0,7,921.07,4,5,3,Loyal Customers
13984,27.0,5,920.51,4,4,3,Loyal Customers
17018,41.0,2,920.1,3,3,3,Other
12652,332.0,1,919.98,1,2,3,Lost Customers
13075,130.0,1,919.61,2,2,3,Lost Customers
13549,26.0,7,918.2,4,5,3,Loyal Customers
15253,17.0,5,918.1999999999999,4,4,3,Loyal Customers
14015,53.0,1,917.34,3,2,3,Other
14712,30.0,3,917.0699999999999,4,4,3,Loyal Customers
17236,13.0,6,916.13,5,5,3,Loyal Customers
14141,3.0,4,915.13,5,4,3,Loyal Customers
16216,268.0,1,914.93,1,2,3,Lost Customers
16809,24.0,5,914.69,4,4,3,Loyal Customers
15587,51.0,4,913.6800000000001,3,4,3,Loyal Customers
12940,55.0,2,913.54,3,3,3,Other
15364,96.0,2,913.1899999999999,2,3,3,At Risk
14359,20.0,3,912.18,4,3,3,Potential Loyalists
13782,13.0,6,912.0,5,5,3,Loyal Customers
13192,96.0,2,911.94,2,3,3,At Risk
14289,9.0,6,911.26,5,5,3,Loyal Customers
18096,12.0,3,911.15,5,3,3,Potential Loyalists
13689,64.0,1,910.0,3,2,3,Other
15511,12.0,5,909.23,5,4,3,Loyal Customers
13038,81.0,3,908.46,2,3,3,At Risk
14449,19.0,4,907.1,4,4,3,Loyal Customers
15480,117.0,1,905.5,2,2,3,Lost Customers
15022,12.0,4,905.04,5,4,3,Loyal Customers
15807,51.0,3,903.9,3,3,3,Other
17566,9.0,2,901.21,5,3,3,Potential Loyalists
16716,267.0,2,901.2,1,3,3,At Risk
17848,82.0,9,901.1999999999999,2,5,3,At Risk
14625,197.0,2,899.63,1,3,3,At Risk
17886,32.0,3,899.61,4,3,3,Potential Loyalists
13662,86.0,3,897.76,2,3,3,At Risk
17537,30.0,2,897.62,4,3,3,Potential Loyalists
16361,10.0,4,896.66,5,4,3,Loyal Customers
15079,213.0,4,895.61,1,4,3,At Risk
15865,41.0,3,895.13,3,3,3,Other
15211,61.0,2,894.41,3,3,3,Other
15066,54.0,1,893.59,3,2,3,Other
12772,60.0,1,892.47,3,2,3,Other
13515,73.0,4,891.12,2,4,3,At Risk
15255,67.0,1,890.85,3,2,3,Other
14240,31.0,2,890.34,4,3,3,Potential Loyalists
17027,79.0,6,890.29,2,5,3,At Risk
17007,51.0,6,889.93,3,5,3,Loyal Customers
14344,128.0,8,889.93,2,5,3,At Risk
14623,33.0,5,889.25,4,4,3,Loyal Customers
17829,299.0,1,889.24,1,2,3,Lost Customers
16347,12.0,2,887.65,5,3,3,Potential Loyalists
16900,17.0,3,887.11,4,3,3,Potential Loyalists
15822,4.0,2,885.47,5,3,3,Potential Loyalists
17704,169.0,2,885.1899999999999,2,3,3,At Risk
17109,30.0,6,885.04,4,5,3,Loyal Customers
15799,76.0,3,884.14,2,3,3,At Risk
14597,12.0,2,883.15,5,3,3,Potential Loyalists
18236,30.0,6,882.24,4,5,3,Loyal Customers
13037,139.0,3,881.07,2,3,3,At Risk
15076,173.0,1,880.85,2,2,3,Lost Customers
15653,93.0,2,877.44,2,3,3,At Risk
14770,233.0,2,876.42,1,3,3,At Risk
15100,334.0,3,876.0,1,3,3,At Risk
13566,41.0,2,874.71,3,3,3,Other
16513,5.0,4,874.59,5,4,3,Loyal Customers
13294,190.0,2,873.74,1,3,3,At Risk
12847,23.0,1,871.54,4,2,3,Potential Loyalists
15208,2.0,5,870.12,5,4,3,Loyal Customers
13200,20.0,4,870.09,4,4,3,Loyal Customers
13979,74.0,1,869.87,2,2,3,Lost Customers
12694,71.0,2,869.67,3,3,3,Other
13203,10.0,4,869.46,5,4,3,Loyal Customers
17649,139.0,1,868.49,2,2,3,Lost Customers
14912,17.0,2,867.85,4,3,3,Potential Loyalists
14715,25.0,4,867.38,4,4,3,Loyal Customers
16235,41.0,5,867.31,3,4,3,Loyal Customers
16121,58.0,2,867.11,3,3,3,Other
14332,23.0,3,866.3100000000001,4,3,3,Potential Loyalists
16567,195.0,2,865.6,1,3,3,At Risk
13846,25.0,3,865.06,4,3,3,Potential Loyalists
16221,37.0,3,864.86,3,3,3,Other
12680,1.0,4,862.81,5,4,3,Loyal Customers
16266,74.0,7,861.89,2,5,3,At Risk
12794,54.0,2,860.41,3,3,3,Other
13339,201.0,1,860.12,1,2,3,Lost Customers
14577,13.0,4,859.71,5,4,3,Loyal Customers
17064,59.0,3,859.35,3,3,3,Other
14553,20.0,5,859.27,4,4,3,Loyal Customers
16163,233.0,2,856.6,1,3,3,At Risk
13991,13.0,6,855.97,5,5,3,Loyal Customers
12693,128.0,4,855.91,2,4,3,At Risk
16037,270.0,3,855.02,1,3,3,At Risk
12878,237.0,2,854.99,1,3,3,At Risk
17560,95.0,4,854.95,2,4,3,At Risk
16877,13.0,6,853.72,5,5,3,Loyal Customers
14193,68.0,2,853.39,3,3,3,Other
12379,82.0,2,852.24,2,3,3,At Risk
16070,23.0,2,852.15,4,3,3,Potential Loyalists
16020,17.0,3,851.01,4,3,3,Potential Loyalists
12713,1.0,1,848.55,5,2,3,Potential Loyalists
14657,18.0,4,848.22,4,4,3,Loyal Customers
13221,241.0,2,847.41,1,3,3,At Risk
16924,22.0,3,846.75,4,3,3,Potential Loyalists
16222,319.0,1,846.72,1,2,3,Lost Customers
15965,18.0,4,845.64,4,4,3,Loyal Customers
14803,163.0,3,845.55,2,3,3,At Risk
17624,15.0,2,843.48,4,3,3,Potential Loyalists
15164,69.0,3,843.05,3,3,3,Other
17929,12.0,4,843.0,5,4,3,Loyal Customers
13929,170.0,2,842.65,2,3,3,At Risk
16108,85.0,1,842.5,2,2,3,Lost Customers
16560,27.0,2,841.41,4,3,3,Potential Loyalists
14862,26.0,2,841.2,4,3,3,Potential Loyalists
17076,37.0,3,841.08,3,3,3,Other
13940,18.0,4,839.14,4,4,3,Loyal Customers
17115,9.0,3,837.5,5,3,3,Potential Loyalists
16554,43.0,3,837.1,3,3,3,Other
15832,255.0,1,836.79,1,2,3,Lost Customers
12728,72.0,4,836.33,2,4,3,At Risk
16747,38.0,2,836.0600000000001,3,3,3,Other
17169,58.0,2,835.78,3,3,3,Other
17759,18.0,3,834.99,4,3,3,Potential Loyalists
13835,26.0,4,834.57,4,4,3,Loyal Customers
17075,18.0,4,834.12,4,4,3,Loyal Customers
16644,178.0,2,833.78,2,3,3,At Risk
15862,9.0,4,832.88,5,4,3,Loyal Customers
14644,68.0,2,830.76,3,3,3,Other
13681,18.0,4,827.83,4,4,3,Loyal Customers
12461,95.0,2,826.88,2,3,3,At Risk
12781,64.0,2,826.74,3,3,3,Other
16494,297.0,1,826.53,1,2,3,Lost Customers
17921,65.0,4,826.52,3,4,3,Loyal Customers
15525,3.0,3,825.92,5,3,3,Potential Loyalists
12427,22.0,3,825.8,4,3,3,Potential Loyalists
16869,23.0,4,825.42,4,4,3,Loyal Customers
16284,32.0,2,823.97,4,3,3,Potential Loyalists
16164,18.0,3,822.48,4,3,3,Potential Loyalists
12778,20.0,6,822.23,4,5,3,Loyal Customers
13893,298.0,1,821.1,1,2,3,Lost Customers
13220,79.0,4,819.2900000000001,2,4,3,At Risk
17764,51.0,2,818.82,3,3,3,Other
16092,115.0,3,817.86,2,3,3,At Risk
16943,212.0,3,816.73,1,3,3,At Risk
15649,337.0,2,816.0,1,3,3,At Risk
15399,2.0,3,815.77,5,3,3,Potential Loyalists
14499,27.0,3,815.32,4,3,3,Potential Loyalists
13280,123.0,3,814.86,2,3,3,At Risk
16460,29.0,3,814.72,4,3,3,Potential Loyalists
13811,184.0,3,814.5,1,3,3,At Risk
18064,134.0,2,814.0,2,3,3,At Risk
16600,5.0,6,813.52,5,5,3,Loyal Customers
16621,52.0,4,813.48,3,4,3,Loyal Customers
14421,58.0,2,813.11,3,3,3,Other
15644,167.0,4,813.0,2,4,3,At Risk
17980,166.0,3,811.45,2,3,3,At Risk
16276,177.0,1,810.5999999999999,2,2,3,Lost Customers
16624,81.0,2,810.5699999999999,2,3,3,At Risk
13637,53.0,3,810.5,3,3,3,Other
16891,2.0,5,809.7,5,4,3,Loyal Customers
17114,6.0,8,808.62,5,5,3,Loyal Customers
15533,20.0,3,807.57,4,3,3,Potential Loyalists
12421,16.0,4,807.04,4,4,3,Loyal Customers
15952,34.0,4,806.5699999999999,3,4,3,Loyal Customers
13707,268.0,2,806.41,1,3,3,At Risk
12434,85.0,2,806.14,2,3,3,At Risk
16367,38.0,2,804.49,3,3,3,Other
18248,123.0,2,804.02,2,3,3,At Risk
12422,96.0,3,803.56,2,3,3,At Risk
15831,59.0,3,801.76,3,3,3,Other
18265,73.0,2,801.51,2,3,3,At Risk
16806,104.0,4,801.49,2,4,3,At Risk
15561,12.0,4,800.59,5,4,3,Loyal Customers
17905,72.0,4,800.24,2,4,3,At Risk
13720,117.0,4,799.9,2,4,3,At Risk
13030,12.0,2,799.48,5,3,3,Potential Loyalists
17703,36.0,3,798.74,3,3,3,Other
16438,6.0,5,798.35,5,4,3,Loyal Customers
13389,12.0,3,797.96,5,3,3,Potential Loyalists
12701,80.0,2,797.71,2,3,3,At Risk
17180,57.0,4,796.03,3,4,3,Loyal Customers
13336,78.0,1,795.12,2,2,3,Lost Customers
15990,45.0,2,792.11,3,3,3,Other
13167,19.0,4,791.33,4,4,3,Loyal Customers
14976,58.0,7,790.86,3,5,3,Loyal Customers
13016,74.0,3,789.89,2,3,3,At Risk
16759,8.0,3,789.79,5,3,3,Potential Loyalists
13329,32.0,2,789.0,4,3,3,Potential Loyalists
14557,86.0,1,788.38,2,2,3,Lost Customers
13212,20.0,3,788.08,4,3,3,Potential Loyalists
13323,4.0,5,787.85,5,4,3,Loyal Customers
13884,8.0,5,787.6,5,4,3,Loyal Customers
16546,291.0,2,787.15,1,3,3,At Risk
13109,60.0,2,786.54,3,3,3,Other
12628,5.0,3,786.46,5,3,3,Potential Loyalists
15806,47.0,3,784.58,3,3,3,Other
15743,17.0,4,784.46,4,4,3,Loyal Customers
18136,64.0,3,784.33,3,3,3,Other
17387,20.0,2,784.11,4,3,3,Potential Loyalists
16054,146.0,1,783.9,2,2,3,Lost Customers
17006,5.0,4,781.78,5,4,3,Loyal Customers
17341,157.0,3,781.36,2,3,3,At Risk
15679,25.0,4,781.28,4,4,3,Loyal Customers
13583,156.0,1,781.03,2,2,3,Lost Customers
16725,303.0,7,781.02,1,5,3,At Risk
15239,11.0,2,780.59,5,3,3,Potential Loyalists
17797,23.0,3,780.43,4,3,3,Potential Loyalists
18228,57.0,2,779.9,3,3,3,Other
12735,316.0,2,779.5699999999999,1,3,3,At Risk
17411,13.0,3,778.94,5,3,3,Potential Loyalists
13375,89.0,1,778.65,2,2,3,Lost Customers
14815,37.0,2,778.5,3,3,3,Other
17414,44.0,2,778.0,3,3,3,Other
16505,32.0,1,777.6,4,2,3,Potential Loyalists
13563,85.0,2,777.53,2,3,3,At Risk
12425,79.0,1,777.2,2,2,3,Lost Customers
15353,255.0,2,777.02,1,3,3,At Risk
15618,33.0,4,776.851,4,4,3,Loyal Customers
13314,2.0,3,775.9399999999999,5,3,3,Potential Loyalists
13341,261.0,1,775.85,1,2,3,Lost Customers
14234,23.0,4,775.46,4,4,3,Loyal Customers
16825,39.0,2,775.18,3,3,3,Other
15414,10.0,3,774.9,5,3,3,Potential Loyalists
16043,38.0,4,773.99,3,4,3,Loyal Customers
15075,78.0,1,773.03,2,2,3,Lost Customers
12965,90.0,1,771.91,2,2,3,Lost Customers
17409,185.0,2,771.85,1,3,3,At Risk
14662,29.0,4,771.17,4,4,3,Loyal Customers
16770,58.0,5,770.1,3,4,3,Loyal Customers
14412,43.0,2,770.03,3,3,3,Other
16480,76.0,1,769.29,2,2,3,Lost Customers
13356,81.0,1,768.24,2,2,3,Lost Customers
17516,16.0,5,768.08,4,4,3,Loyal Customers
14550,11.0,2,765.62,5,3,3,Potential Loyalists
14672,235.0,2,765.55,1,3,3,At Risk
17695,132.0,2,765.34,2,3,3,At Risk
14885,132.0,1,765.3199999999999,2,2,3,Lost Customers
17268,108.0,4,763.64,2,4,3,At Risk
17466,11.0,2,763.28,5,3,3,Potential Loyalists
16470,52.0,4,762.39,3,4,3,Loyal Customers
15599,27.0,2,761.74,4,3,3,Potential Loyalists
14883,19.0,6,761.59,4,5,3,Loyal Customers
16205,31.0,4,761.38,4,4,3,Loyal Customers
17425,20.0,2,759.17,4,3,3,Potential Loyalists
16036,88.0,2,758.9200000000001,2,3,3,At Risk
15568,3.0,3,758.29,5,3,3,Potential Loyalists
12413,67.0,3,758.1,3,3,3,Other
17979,36.0,4,757.71,3,4,3,Loyal Customers
17461,23.0,3,757.46,4,3,3,Potential Loyalists
15223,226.0,2,755.75,1,3,3,At Risk
13370,372.0,1,754.87,1,2,3,Lost Customers
18104,38.0,1,754.64,3,2,3,Other
13730,136.0,2,752.6,2,3,3,At Risk
16256,267.0,1,752.4300000000001,1,2,3,Lost Customers
12908,177.0,2,750.0,2,3,3,At Risk
17146,106.0,3,749.78,2,3,3,At Risk
14923,51.0,1,749.1,3,2,3,Other
15074,106.0,1,748.87,2,2,3,Lost Customers
15656,46.0,4,748.5,3,4,3,Loyal Customers
16859,145.0,2,747.81,2,3,3,At Risk
13623,31.0,5,747.78,4,4,3,Loyal Customers
14201,61.0,7,747.4399999999999,3,5,3,Loyal Customers
16261,18.0,4,746.83,4,4,3,Loyal Customers
14050,32.0,2,746.36,4,3,3,Potential Loyalists
17034,17.0,3,745.52,4,3,3,Potential Loyalists
13950,12.0,4,745.0600000000001,5,4,3,Loyal Customers
14790,17.0,4,745.06,4,4,3,Loyal Customers
13236,25.0,2,744.85,4,3,3,Potential Loyalists
13354,72.0,1,743.53,3,2,3,Other
16730,53.0,3,743.11,3,3,3,Other
12374,26.0,1,742.93,4,2,3,Potential Loyalists
12465,18.0,2,742.1899999999999,4,3,3,Potential Loyalists
13753,288.0,1,741.26,1,2,3,Lost Customers
13900,184.0,3,740.95,1,3,3,At Risk
17692,128.0,4,740.9399999999999,2,4,3,At Risk
17974,25.0,3,740.79,4,3,3,Potential Loyalists
15252,37.0,2,740.78,3,3,3,Other
12603,22.0,1,739.2,4,2,3,Potential Loyalists
14756,16.0,1,738.96,4,2,3,Potential Loyalists
12976,212.0,1,738.6,1,2,3,Lost Customers
15045,152.0,2,735.66,2,3,3,At Risk
18156,13.0,2,734.94,5,3,3,Potential Loyalists
15215,47.0,3,734.94,3,3,3,Other
16362,33.0,5,734.77,4,4,3,Loyal Customers
16146,158.0,3,734.13,2,3,3,At Risk
17812,13.0,4,732.16,5,4,3,Loyal Customers
13575,24.0,5,732.07,4,4,3,Loyal Customers
13736,6.0,2,731.9,5,3,3,Potential Loyalists
16099,51.0,3,731.9,3,3,3,Other
16491,47.0,1,731.5,3,2,3,Other
14778,128.0,2,730.86,2,3,3,At Risk
18035,36.0,3,730.4,3,3,3,Other
12468,188.0,2,729.54,1,3,3,At Risk
13077,2.0,4,729.27,5,4,3,Loyal Customers
17666,4.0,2,728.16,5,3,3,Potential Loyalists
17888,22.0,8,726.05,4,5,3,Loyal Customers
14869,9.0,2,725.7,5,3,3,Potential Loyalists
14055,107.0,1,725.64,2,2,3,Lost Customers
16140,66.0,2,725.18,3,3,3,Other
15584,24.0,4,725.11,4,4,3,Loyal Customers
12723,4.0,5,725.07,5,4,3,Loyal Customers
15636,90.0,2,724.76,2,3,3,At Risk
12475,54.0,1,723.38,3,2,3,Other
17521,30.0,3,723.21,4,3,3,Potential Loyalists
15272,58.0,2,721.94,3,3,3,Other
18062,174.0,3,720.52,2,3,3,At Risk
16023,47.0,3,719.81,3,3,3,Other
14179,41.0,2,719.78,3,3,3,Other
14725,25.0,1,718.08,4,2,3,Potential Loyalists
17884,4.0,4,717.45,5,4,3,Loyal Customers
15274,5.0,2,716.5699999999999,5,3,3,Potential Loyalists
12535,92.0,2,716.35,2,3,3,At Risk
15400,93.0,5,716.2,2,4,3,At Risk
17029,111.0,2,716.0,2,3,3,At Risk
15330,33.0,2,714.96,4,3,3,Potential Loyalists
15757,66.0,2,714.42,3,3,3,Other
12616,96.0,2,713.3,2,3,3,At Risk
13169,64.0,2,712.88,3,3,3,Other
13147,11.0,4,712.8,5,4,3,Loyal Customers
17761,33.0,1,712.78,4,2,3,Potential Loyalists
13416,44.0,2,712.5,3,3,3,Other
13587,64.0,1,712.4,3,2,3,Other
17642,120.0,2,712.29,2,3,3,At Risk
15855,137.0,5,712.24,2,4,3,At Risk
13705,8.0,3,711.86,5,3,3,Potential Loyalists
17179,179.0,3,711.79,2,3,3,At Risk
13249,93.0,3,711.41,2,3,3,At Risk
17472,192.0,3,710.29,1,3,3,At Risk
14867,186.0,3,710.28,1,3,3,At Risk
14127,123.0,3,709.71,2,3,3,At Risk
16136,60.0,3,709.38,3,3,3,Other
15951,9.0,2,708.22,5,3,3,Potential Loyalists
16449,198.0,2,707.69,1,3,3,At Risk
12453,135.0,1,707.09,2,2,3,Lost Customers
16364,12.0,2,707.04,5,3,3,Potential Loyalists
16309,107.0,2,706.57,2,3,3,At Risk
14880,78.0,3,706.1899999999999,2,3,3,At Risk
14126,8.0,3,706.13,5,3,3,Potential Loyalists
15038,59.0,6,705.49,3,5,3,Loyal Customers
16015,4.0,3,705.39,5,3,3,Potential Loyalists
16882,67.0,3,705.12,3,3,3,Other
17934,52.0,2,704.25,3,3,3,Other
12612,75.0,1,704.04,2,2,3,Lost Customers
12883,25.0,4,703.47,4,4,3,Loyal Customers
18082,26.0,1,703.37,4,2,3,Potential Loyalists
15103,32.0,2,703.36,4,3,3,Potential Loyalists
15574,178.0,4,702.25,2,4,3,At Risk
16997,289.0,3,702.0,1,3,3,At Risk
14198,19.0,4,701.4,4,4,3,Loyal Customers
14356,80.0,2,701.23,2,3,3,At Risk
17321,9.0,2,700.86,5,3,3,Potential Loyalists
13238,18.0,4,700.73,4,4,3,Loyal Customers
17734,54.0,3,700.63,3,3,3,Other
15800,108.0,2,699.08,2,3,3,At Risk
13258,12.0,3,698.58,5,3,3,Potential Loyalists
17423,47.0,2,698.41,3,3,3,Other
17796,41.0,4,697.9,3,4,3,Loyal Customers
15053,5.0,3,697.79,5,3,3,Potential Loyalists
14829,30.0,4,697.55,4,4,3,Loyal Customers
13596,6.0,2,697.04,5,3,3,Potential Loyalists
15700,173.0,2,696.6800000000001,2,3,3,At Risk
17397,23.0,2,696.41,4,3,3,Potential Loyalists
14009,199.0,2,695.61,1,3,3,At Risk
14959,65.0,4,695.42,3,4,3,Loyal Customers
15304,61.0,8,694.4,3,5,3,Loyal Customers
12925,5.0,2,694.05,5,3,3,Potential Loyalists
14643,171.0,2,693.81,2,3,3,At Risk
12410,309.0,2,693.33,1,3,3,At Risk
13601,46.0,2,693.32,3,3,3,Other
14111,15.0,4,692.85,4,4,3,Loyal Customers
17198,24.0,3,692.22,4,3,3,Potential Loyalists
17733,39.0,2,692.1899999999999,3,3,3,Other
13838,6.0,4,691.73,5,4,3,Loyal Customers
16212,20.0,2,690.34,4,3,3,Potential Loyalists
18085,331.0,2,689.95,1,3,3,At Risk
13023,65.0,2,689.9,3,3,3,Other
15181,67.0,3,689.48,3,3,3,Other
18196,96.0,2,689.13,2,3,3,At Risk
17502,10.0,4,689.1,5,4,3,Loyal Customers
13799,117.0,2,688.86,2,3,3,At Risk
16642,5.0,2,688.33,5,3,3,Potential Loyalists
12658,19.0,1,686.05,4,2,3,Potential Loyalists
16122,74.0,4,684.42,2,4,3,At Risk
16495,4.0,3,684.41,5,3,3,Potential Loyalists
15669,41.0,4,684.34,3,4,3,Loyal Customers
12942,132.0,3,683.9,2,3,3,At Risk
17874,186.0,6,683.46,1,5,3,At Risk
14222,178.0,1,683.17,2,2,3,Lost Customers
12838,34.0,2,683.13,3,3,3,Other
15582,25.0,3,682.91,4,3,3,Potential Loyalists
13548,97.0,2,682.41,2,3,3,At Risk
18135,30.0,5,681.91,4,4,3,Loyal Customers
12478,4.0,1,680.99,5,2,3,Potential Loyalists
13524,41.0,5,680.18,3,4,3,Loyal Customers
16872,78.0,3,680.02,2,3,3,At Risk
15322,86.0,1,679.68,2,2,3,Lost Customers
13430,19.0,2,679.45,4,3,3,Potential Loyalists
14788,8.0,2,679.44,5,3,3,Potential Loyalists
17994,122.0,4,678.49,2,4,3,At Risk
13925,93.0,4,678.25,2,4,3,At Risk
13607,41.0,1,678.01,3,2,3,Other
13388,132.0,2,677.1,2,3,3,At Risk
13040,9.0,2,676.99,5,3,3,Potential Loyalists
16377,268.0,1,676.2,1,2,3,Lost Customers
15626,75.0,2,675.8,2,3,3,At Risk
17462,61.0,2,675.69,3,3,3,Other
13325,82.0,1,675.3,2,2,3,Lost Customers
16418,45.0,3,675.27,3,3,3,Other
13355,123.0,1,674.7,2,2,3,Lost Customers
13464,59.0,1,674.68,3,2,3,Other
17749,179.0,2,674.52,2,3,3,At Risk
13951,177.0,3,674.45,2,3,3,At Risk
14504,48.0,4,673.26,3,4,3,Loyal Customers
18121,150.0,2,673.1,2,3,3,At Risk
14628,92.0,2,671.96,2,3,3,At Risk
17883,4.0,4,671.77,5,4,3,Loyal Customers
12638,34.0,1,671.69,3,2,3,Other
17299,12.0,4,669.11,5,4,3,Loyal Customers
12418,113.0,1,668.58,2,2,3,Lost Customers
14342,22.0,4,668.56,4,4,3,Loyal Customers
13741,72.0,3,668.43,3,3,3,Other
16383,75.0,2,668.36,2,3,3,At Risk
15031,5.0,4,668.14,5,4,3,Loyal Customers
18022,36.0,1,668.11,3,2,3,Other
16268,72.0,2,667.65,3,3,3,Other
15969,3.0,3,666.1,5,3,3,Potential Loyalists
17777,25.0,3,665.86,4,3,3,Potential Loyalists
17105,160.0,2,665.78,2,3,3,At Risk
16056,46.0,1,664.85,3,2,3,Other
13963,309.0,4,664.54,1,4,3,At Risk
16208,45.0,2,664.26,3,3,3,Other
15643,192.0,3,664.0,1,3,3,At Risk
14720,6.0,3,663.81,5,3,3,Potential Loyalists
13240,97.0,4,663.65,2,4,3,At Risk
16573,85.0,2,663.61,2,3,3,At Risk
14451,61.0,2,662.59,3,3,3,Other
16014,38.0,3,662.38,3,3,3,Other
18218,212.0,2,662.08,1,3,3,At Risk
16774,68.0,4,661.52,3,4,3,Loyal Customers
13028,23.0,2,661.3199999999999,4,3,3,Potential Loyalists
14603,275.0,1,660.0,1,2,3,Lost Customers
15492,29.0,2,659.46,4,3,3,Potential Loyalists
13518,86.0,1,659.44,2,2,3,Lost Customers
13759,34.0,2,659.41,3,3,3,Other
16357,34.0,3,658.88,3,3,3,Other
14150,36.0,2,658.64,3,3,3,Other
17779,22.0,3,658.57,4,3,3,Potential Loyalists
16696,136.0,4,657.9,2,4,3,At Risk
